-1.890080883981666016e-01,6.539069138700739914e-02,3.670340681362725399e-01
-1.888975331519323064e-01,6.570937504736017176e-02,3.688376753507013883e-01
-1.890028155926006537e-01,6.540593014451671905e-02,3.706412825651302367e-01
-1.891094251827334372e-01,6.509704530204232786e-02,3.712394672744659396e-01
-1.893435353877175320e-01,6.441293043232976245e-02,3.724448897795591962e-01
-1.899214128441005234e-01,6.268857107400621631e-02,3.742484969939879336e-01
-1.907100698635982583e-01,6.024673644788970661e-02,3.760521042084167820e-01
-1.910701903030389559e-01,5.909468992693400757e-02,3.767086685238417165e-01
-1.917508466313227189e-01,5.684727624232276816e-02,3.778557114228457414e-01
-1.928404925023223526e-01,5.303342767973574789e-02,3.794295403883264917e-01
-1.930128736504738152e-01,5.240258204693958727e-02,3.796593186372745898e-01
-1.944185671048513919e-01,4.691930055847377129e-02,3.813322990510948363e-01
-1.945370822949173961e-01,4.642546297217228779e-02,3.814629258517034383e-01
-1.958028410515428863e-01,4.075840325803047060e-02,3.827508978576327769e-01
-1.963411693477518094e-01,3.808077230253403139e-02,3.832665330661322867e-01
-1.969919344680221007e-01,3.455687709481988085e-02,3.838610309574655433e-01
-1.979846620401114476e-01,2.832090388499031858e-02,3.847282664321738932e-01
-1.984034827773055454e-01,2.522019075731635196e-02,3.850701402805611351e-01
-1.987800341953775696e-01,2.205669978225501676e-02,3.853809853102084237e-01
-1.993772580895586399e-01,1.577050908149532291e-02,3.858413063987175540e-01
-1.997757383968887246e-01,9.468597994311642174e-03,3.861469114839939931e-01
-1.999750779035314729e-01,3.157248402727364130e-03,3.862993331964111321e-01
-1.999750779035314729e-01,-3.157248402727404462e-03,3.862993331964111321e-01
-1.997757383968887246e-01,-9.468597994311593602e-03,3.861469114839939931e-01
-1.993772580895586399e-01,-1.577050908149527086e-02,3.858413063987175540e-01
-1.987800341953775973e-01,-2.205669978225496819e-02,3.853809853102084237e-01
-1.984034827773055731e-01,-2.522019075731631033e-02,3.850701402805611351e-01
-1.979846620401114476e-01,-2.832090388499035674e-02,3.847282664321738932e-01
-1.969919344680221007e-01,-3.455687709481992942e-02,3.838610309574655433e-01
-1.963411693477518372e-01,-3.808077230253389955e-02,3.832665330661322867e-01
-1.958028410515429141e-01,-4.075840325803042896e-02,3.827508978576327769e-01
-1.945370822949173961e-01,-4.642546297217233636e-02,3.814629258517034383e-01
-1.944185671048513919e-01,-4.691930055847373660e-02,3.813322990510948363e-01
-1.930128736504738152e-01,-5.240258204693962196e-02,3.796593186372745898e-01
-1.928404925023223804e-01,-5.303342767973570626e-02,3.794295403883264917e-01
-1.917508466313227744e-01,-5.684727624232264326e-02,3.778557114228457414e-01
-1.910701903030389837e-01,-5.909468992693396594e-02,3.767086685238417165e-01
-1.907100698635982305e-01,-6.024673644788974824e-02,3.760521042084167820e-01
-1.899214128441005511e-01,-6.268857107400617468e-02,3.742484969939879336e-01
-1.893435353877175320e-01,-6.441293043232980409e-02,3.724448897795591962e-01
-1.891094251827334372e-01,-6.509704530204236950e-02,3.712394672744659396e-01
-1.890028155926007092e-01,-6.540593014451651088e-02,3.706412825651302367e-01
-1.888975331519323619e-01,-6.570937504736004686e-02,3.688376753507013883e-01
-1.890080883981666293e-01,-6.539069138700735750e-02,3.670340681362725399e-01
-1.891094251827334372e-01,-6.509704530204236950e-02,3.664673624788174489e-01
-1.893504435274991626e-01,-6.439262019780959967e-02,3.652304609218436915e-01
-1.899208749296119325e-01,-6.269020071726290333e-02,3.634268537074148431e-01
-1.906908761218277792e-01,-6.030746026728148884e-02,3.616232464929859947e-01
-1.910701903030389837e-01,-5.909468992693396594e-02,3.609081897000969152e-01
-1.916954813646586930e-01,-5.703369551740266469e-02,3.598196392785571462e-01
-1.928404925023223804e-01,-5.303342767973570626e-02,3.580968188690025200e-01
-1.928987866318291056e-01,-5.282100070964273336e-02,3.580160320641281868e-01
-1.943485505315064588e-01,-4.720848341455675945e-02,3.562124248496994494e-01
-1.944185671048513919e-01,-4.691930055847373660e-02,3.561319850562307265e-01
-1.958028410515429141e-01,-4.075840325803042896e-02,3.546455979106838963e-01
-1.960400508218639315e-01,-3.960174836747748506e-02,3.544088176352706010e-01
-1.969919344680221007e-01,-3.455687709481992942e-02,3.534959265943327655e-01
-1.979482738121143559e-01,-2.857412981709505154e-02,3.526052104208416416e-01
-1.979846620401114476e-01,-2.832090388499035674e-02,3.525713303930297360e-01
-1.987800341953775973e-01,-2.205669978225496819e-02,3.519041167473721532e-01
-1.993772580895586399e-01,-1.577050908149527086e-02,3.514066229857054080e-01
-1.997757383968887246e-01,-9.468597994311593602e-03,3.510763391311225168e-01
-1.999750779035314729e-01,-3.157248402727404462e-03,3.509116087875365220e-01
-1.999750779035314729e-01,3.157248402727364130e-03,3.509116087875365220e-01
-1.997757383968887246e-01,9.468597994311642174e-03,3.510763391311225168e-01
-1.993772580895586399e-01,1.577050908149532291e-02,3.514066229857054080e-01
-1.987800341953775696e-01,2.205669978225501676e-02,3.519041167473720422e-01
-1.979846620401114476e-01,2.832090388499031858e-02,3.525713303930297360e-01
-1.979482738121143282e-01,2.857412981709527358e-02,3.526052104208416416e-01
-1.969919344680221007e-01,3.455687709481988085e-02,3.534959265943327655e-01
-1.960400508218639593e-01,3.960174836747744342e-02,3.544088176352706010e-01
-1.958028410515428863e-01,4.075840325803047060e-02,3.546455979106840073e-01
-1.944185671048513919e-01,4.691930055847377129e-02,3.561319850562307265e-01
-1.943485505315064588e-01,4.720848341455671782e-02,3.562124248496994494e-01
-1.928987866318291056e-01,5.282100070964268479e-02,3.580160320641281868e-01
-1.928404925023223526e-01,5.303342767973574789e-02,3.580968188690025200e-01
-1.916954813646587485e-01,5.703369551740253285e-02,3.598196392785571462e-01
-1.910701903030389559e-01,5.909468992693400757e-02,3.609081897000969152e-01
-1.906908761218277515e-01,6.030746026728162068e-02,3.616232464929859947e-01
-1.899208749296118770e-01,6.269020071726304211e-02,3.634268537074148431e-01
