-1.667787483863449882e-01,1.103850039030856850e-01,3.598196392785571462e-01
-1.666481152476634309e-01,1.105821219022382895e-01,3.616232464929859947e-01
-1.666641131923680130e-01,1.105580090893534123e-01,3.634268537074148431e-01
-1.668290399561344339e-01,1.103089816257701722e-01,3.652304609218436915e-01
-1.668400672235834936e-01,1.102923024006215169e-01,3.652933898460279383e-01
-1.671599113000485914e-01,1.098069399180210959e-01,3.670340681362725399e-01
-1.676512880089186530e-01,1.090552411805623123e-01,3.688376753507013883e-01
-1.683032085790389654e-01,1.080464251236500223e-01,3.706412825651302367e-01
-1.691150425786380196e-01,1.067712619276622310e-01,3.724448897795591962e-01
-1.700849415341659232e-01,1.052193549843343096e-01,3.742484969939879336e-01
-1.702386803568989027e-01,1.049704325528936916e-01,3.744945330568893449e-01
-1.712606565468575426e-01,1.032946635559616189e-01,3.760521042084167820e-01
-1.726024806835292358e-01,1.010365461696505207e-01,3.778557114228457414e-01
-1.734675958713429444e-01,9.954392589513660905e-02,3.788978031246931777e-01
-1.741325468176389002e-01,9.837609536265812249e-02,3.796593186372745898e-01
-1.758641574902120031e-01,9.524598737090145262e-02,3.814629258517034383e-01
-1.765235951137094084e-01,9.401819168720060294e-02,3.820941128458146818e-01
-1.778120845901871860e-01,9.155797384003275252e-02,3.832665330661322867e-01
-1.794036317974927186e-01,8.839873810111582852e-02,3.846152463666436261e-01
-1.799690275271916828e-01,8.724190008772690630e-02,3.850701402805611351e-01
-1.821048350394924575e-01,8.269116673042684051e-02,3.866870550621741010e-01
-1.823646414915206793e-01,8.211660936539656730e-02,3.868737474949899835e-01
-1.846245122215721401e-01,7.690116700640220460e-02,3.884172040870373377e-01
-1.850251729765405306e-01,7.593211023671914139e-02,3.886773547094188319e-01
-1.869601516747196601e-01,7.103451052668573185e-02,3.898837897286878129e-01
-1.879627849084533064e-01,6.833733598450057733e-02,3.904809619238477914e-01
-1.891094251827334372e-01,6.509704530204232786e-02,3.911438906398400639e-01
-1.910701903030389559e-01,5.909468992693400757e-02,3.922367744192582495e-01
-1.911613177399657526e-01,5.879923979032260217e-02,3.922845691382765287e-01
-1.928404925023223526e-01,5.303342767973574789e-02,3.931533532468310388e-01
-1.944185671048513919e-01,4.691930055847377129e-02,3.939540100069217066e-01
-1.947006650148419837e-01,4.573457163654528340e-02,3.940881763527053772e-01
-1.958028410515428863e-01,4.075840325803047060e-02,3.946169477053616537e-01
